company_name_original,company_name_normalized,company_name_search_key,yahoo_ticker,google_finance_symbol,tase_security_id,isin,yahoo_ticker_candidate,google_finance_symbol_candidate,google_search_url,maya_search_url,tase_search_url,bizportal_search_url,investing_search_url,globes_search_url,maya_company_url,tase_company_url,bizportal_url,investing_url,mapping_status,mapping_confidence,mapping_method,mapping_notes,needs_manual_review
אספן גרופ,אספן גרופ,אספן גרופ,ASGR.TA,TLV:ASGR,00313015,,,,https://www.google.com/search?q=%D7%90%D7%A1%D7%A4%D7%9F+%D7%92%D7%A8%D7%95%D7%A4+%D7%9E%D7%A0%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%94,https://www.google.com/search?q=%D7%90%D7%A1%D7%A4%D7%9F+%D7%92%D7%A8%D7%95%D7%A4+site%3Amaya.tase.co.il,https://www.google.com/search?q=%D7%90%D7%A1%D7%A4%D7%9F+%D7%92%D7%A8%D7%95%D7%A4+%D7%91%D7%95%D7%A8%D7%A1%D7%94+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%A0%D7%99%D7%99%D7%A8+%D7%A2%D7%A8%D7%9A,https://www.google.com/search?q=%D7%90%D7%A1%D7%A4%D7%9F+%D7%92%D7%A8%D7%95%D7%A4+%D7%91%D7%99%D7%96%D7%A4%D7%95%D7%A8%D7%98%D7%9C+%D7%9E%D7%A0%D7%99%D7%94,https://www.google.com/search?q=%D7%90%D7%A1%D7%A4%D7%9F+%D7%92%D7%A8%D7%95%D7%A4+Investing.com,https://www.google.com/search?q=%D7%90%D7%A1%D7%A4%D7%9F+%D7%92%D7%A8%D7%95%D7%A4+%D7%92%D7%9C%D7%95%D7%91%D7%A1+%D7%9E%D7%A0%D7%99%D7%94,,,,,MAPPED_MANUALLY,HIGH,MANUAL,Identifier verification required before price extraction.,False
אפי נכסים,אפי נכסים,אפי נכסים,AFPR.TA,TLV:AFPR,01091354,,,,https://www.google.com/search?q=%D7%90%D7%A4%D7%99+%D7%A0%D7%9B%D7%A1%D7%99%D7%9D+%D7%9E%D7%A0%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%94,https://www.google.com/search?q=%D7%90%D7%A4%D7%99+%D7%A0%D7%9B%D7%A1%D7%99%D7%9D+site%3Amaya.tase.co.il,https://www.google.com/search?q=%D7%90%D7%A4%D7%99+%D7%A0%D7%9B%D7%A1%D7%99%D7%9D+%D7%91%D7%95%D7%A8%D7%A1%D7%94+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%A0%D7%99%D7%99%D7%A8+%D7%A2%D7%A8%D7%9A,https://www.google.com/search?q=%D7%90%D7%A4%D7%99+%D7%A0%D7%9B%D7%A1%D7%99%D7%9D+%D7%91%D7%99%D7%96%D7%A4%D7%95%D7%A8%D7%98%D7%9C+%D7%9E%D7%A0%D7%99%D7%94,https://www.google.com/search?q=%D7%90%D7%A4%D7%99+%D7%A0%D7%9B%D7%A1%D7%99%D7%9D+Investing.com,https://www.google.com/search?q=%D7%90%D7%A4%D7%99+%D7%A0%D7%9B%D7%A1%D7%99%D7%9D+%D7%92%D7%9C%D7%95%D7%91%D7%A1+%D7%9E%D7%A0%D7%99%D7%94,,,,,MAPPED_MANUALLY,HIGH,MANUAL,Identifier verification required before price extraction.,False
אפריקה מגורים,אפריקה מגורים,אפריקה מגורים,AFRE.TA,TLV:AFRE,01097948,,,,https://www.google.com/search?q=%D7%90%D7%A4%D7%A8%D7%99%D7%A7%D7%94+%D7%9E%D7%92%D7%95%D7%A8%D7%99%D7%9D+%D7%9E%D7%A0%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%94,https://www.google.com/search?q=%D7%90%D7%A4%D7%A8%D7%99%D7%A7%D7%94+%D7%9E%D7%92%D7%95%D7%A8%D7%99%D7%9D+site%3Amaya.tase.co.il,https://www.google.com/search?q=%D7%90%D7%A4%D7%A8%D7%99%D7%A7%D7%94+%D7%9E%D7%92%D7%95%D7%A8%D7%99%D7%9D+%D7%91%D7%95%D7%A8%D7%A1%D7%94+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%A0%D7%99%D7%99%D7%A8+%D7%A2%D7%A8%D7%9A,https://www.google.com/search?q=%D7%90%D7%A4%D7%A8%D7%99%D7%A7%D7%94+%D7%9E%D7%92%D7%95%D7%A8%D7%99%D7%9D+%D7%91%D7%99%D7%96%D7%A4%D7%95%D7%A8%D7%98%D7%9C+%D7%9E%D7%A0%D7%99%D7%94,https://www.google.com/search?q=%D7%90%D7%A4%D7%A8%D7%99%D7%A7%D7%94+%D7%9E%D7%92%D7%95%D7%A8%D7%99%D7%9D+Investing.com,https://www.google.com/search?q=%D7%90%D7%A4%D7%A8%D7%99%D7%A7%D7%94+%D7%9E%D7%92%D7%95%D7%A8%D7%99%D7%9D+%D7%92%D7%9C%D7%95%D7%91%D7%A1+%D7%9E%D7%A0%D7%99%D7%94,,,,,MAPPED_MANUALLY,HIGH,MANUAL,Identifier verification required before price extraction.,False
אקסיליון,אקסיליון,אקסיליון,AILN.TA,TLV:AILN,00383018,,,,https://www.google.com/search?q=%D7%90%D7%A7%D7%A1%D7%99%D7%9C%D7%99%D7%95%D7%9F+%D7%9E%D7%A0%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%94,https://www.google.com/search?q=%D7%90%D7%A7%D7%A1%D7%99%D7%9C%D7%99%D7%95%D7%9F+site%3Amaya.tase.co.il,https://www.google.com/search?q=%D7%90%D7%A7%D7%A1%D7%99%D7%9C%D7%99%D7%95%D7%9F+%D7%91%D7%95%D7%A8%D7%A1%D7%94+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%A0%D7%99%D7%99%D7%A8+%D7%A2%D7%A8%D7%9A,https://www.google.com/search?q=%D7%90%D7%A7%D7%A1%D7%99%D7%9C%D7%99%D7%95%D7%9F+%D7%91%D7%99%D7%96%D7%A4%D7%95%D7%A8%D7%98%D7%9C+%D7%9E%D7%A0%D7%99%D7%94,https://www.google.com/search?q=%D7%90%D7%A7%D7%A1%D7%99%D7%9C%D7%99%D7%95%D7%9F+Investing.com,https://www.google.com/search?q=%D7%90%D7%A7%D7%A1%D7%99%D7%9C%D7%99%D7%95%D7%9F+%D7%92%D7%9C%D7%95%D7%91%D7%A1+%D7%9E%D7%A0%D7%99%D7%94,,,,,MAPPED_MANUALLY,HIGH,MANUAL,Identifier verification required before price extraction.,False
בוני תיכון,בוני תיכון,בוני תיכון,BOTI.TA,TLV:BOTI,,IL0005310128,,,https://www.google.com/search?q=%D7%91%D7%95%D7%A0%D7%99+%D7%AA%D7%99%D7%9B%D7%95%D7%9F+%D7%9E%D7%A0%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%94,https://www.google.com/search?q=%D7%91%D7%95%D7%A0%D7%99+%D7%AA%D7%99%D7%9B%D7%95%D7%9F+site%3Amaya.tase.co.il,https://www.google.com/search?q=%D7%91%D7%95%D7%A0%D7%99+%D7%AA%D7%99%D7%9B%D7%95%D7%9F+%D7%91%D7%95%D7%A8%D7%A1%D7%94+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%A0%D7%99%D7%99%D7%A8+%D7%A2%D7%A8%D7%9A,https://www.google.com/search?q=%D7%91%D7%95%D7%A0%D7%99+%D7%AA%D7%99%D7%9B%D7%95%D7%9F+%D7%91%D7%99%D7%96%D7%A4%D7%95%D7%A8%D7%98%D7%9C+%D7%9E%D7%A0%D7%99%D7%94,https://www.google.com/search?q=%D7%91%D7%95%D7%A0%D7%99+%D7%AA%D7%99%D7%9B%D7%95%D7%9F+Investing.com,https://www.google.com/search?q=%D7%91%D7%95%D7%A0%D7%99+%D7%AA%D7%99%D7%9B%D7%95%D7%9F+%D7%92%D7%9C%D7%95%D7%91%D7%A1+%D7%9E%D7%A0%D7%99%D7%94,,,,,MAPPED_MANUALLY,HIGH,MANUAL,Identifier verification required before price extraction.,False
ביולייט,ביולייט,ביולייט,BOLT.TA,TLV:BOLT,01095223,,,,https://www.google.com/search?q=%D7%91%D7%99%D7%95%D7%9C%D7%99%D7%99%D7%98+%D7%9E%D7%A0%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%94,https://www.google.com/search?q=%D7%91%D7%99%D7%95%D7%9C%D7%99%D7%99%D7%98+site%3Amaya.tase.co.il,https://www.google.com/search?q=%D7%91%D7%99%D7%95%D7%9C%D7%99%D7%99%D7%98+%D7%91%D7%95%D7%A8%D7%A1%D7%94+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%A0%D7%99%D7%99%D7%A8+%D7%A2%D7%A8%D7%9A,https://www.google.com/search?q=%D7%91%D7%99%D7%95%D7%9C%D7%99%D7%99%D7%98+%D7%91%D7%99%D7%96%D7%A4%D7%95%D7%A8%D7%98%D7%9C+%D7%9E%D7%A0%D7%99%D7%94,https://www.google.com/search?q=%D7%91%D7%99%D7%95%D7%9C%D7%99%D7%99%D7%98+Investing.com,https://www.google.com/search?q=%D7%91%D7%99%D7%95%D7%9C%D7%99%D7%99%D7%98+%D7%92%D7%9C%D7%95%D7%91%D7%A1+%D7%9E%D7%A0%D7%99%D7%94,,,,,MAPPED_MANUALLY,HIGH,MANUAL,Identifier verification required before price extraction.,False
בליץ,בליץ,בליץ,BLITZ.TA,TLV:BLITZ,,,,,https://www.google.com/search?q=%D7%91%D7%9C%D7%99%D7%A5+%D7%9E%D7%A0%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%94,https://www.google.com/search?q=%D7%91%D7%9C%D7%99%D7%A5+site%3Amaya.tase.co.il,https://www.google.com/search?q=%D7%91%D7%9C%D7%99%D7%A5+%D7%91%D7%95%D7%A8%D7%A1%D7%94+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%A0%D7%99%D7%99%D7%A8+%D7%A2%D7%A8%D7%9A,https://www.google.com/search?q=%D7%91%D7%9C%D7%99%D7%A5+%D7%91%D7%99%D7%96%D7%A4%D7%95%D7%A8%D7%98%D7%9C+%D7%9E%D7%A0%D7%99%D7%94,https://www.google.com/search?q=%D7%91%D7%9C%D7%99%D7%A5+Investing.com,https://www.google.com/search?q=%D7%91%D7%9C%D7%99%D7%A5+%D7%92%D7%9C%D7%95%D7%91%D7%A1+%D7%9E%D7%A0%D7%99%D7%94,,,,,MAPPED_MANUALLY,HIGH,MANUAL,Identifier verification required before price extraction.,False
ברנד,ברנד,ברנד,BRND.TA,TLV:BRND,,,,,https://www.google.com/search?q=%D7%91%D7%A8%D7%A0%D7%93+%D7%9E%D7%A0%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%94,https://www.google.com/search?q=%D7%91%D7%A8%D7%A0%D7%93+site%3Amaya.tase.co.il,https://www.google.com/search?q=%D7%91%D7%A8%D7%A0%D7%93+%D7%91%D7%95%D7%A8%D7%A1%D7%94+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%A0%D7%99%D7%99%D7%A8+%D7%A2%D7%A8%D7%9A,https://www.google.com/search?q=%D7%91%D7%A8%D7%A0%D7%93+%D7%91%D7%99%D7%96%D7%A4%D7%95%D7%A8%D7%98%D7%9C+%D7%9E%D7%A0%D7%99%D7%94,https://www.google.com/search?q=%D7%91%D7%A8%D7%A0%D7%93+Investing.com,https://www.google.com/search?q=%D7%91%D7%A8%D7%A0%D7%93+%D7%92%D7%9C%D7%95%D7%91%D7%A1+%D7%9E%D7%A0%D7%99%D7%94,,,,,MAPPED_MANUALLY,HIGH,MANUAL,Identifier verification required before price extraction.,False
ברק בית השקעות,ברק בית השקעות,ברק בית השקעות,BARI.TA,TLV:BARI,01104363,IL0011043630,,,https://www.google.com/search?q=%D7%91%D7%A8%D7%A7+%D7%91%D7%99%D7%AA+%D7%94%D7%A9%D7%A7%D7%A2%D7%95%D7%AA+%D7%9E%D7%A0%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%94,https://www.google.com/search?q=%D7%91%D7%A8%D7%A7+%D7%91%D7%99%D7%AA+%D7%94%D7%A9%D7%A7%D7%A2%D7%95%D7%AA+site%3Amaya.tase.co.il,https://www.google.com/search?q=%D7%91%D7%A8%D7%A7+%D7%91%D7%99%D7%AA+%D7%94%D7%A9%D7%A7%D7%A2%D7%95%D7%AA+%D7%91%D7%95%D7%A8%D7%A1%D7%94+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%A0%D7%99%D7%99%D7%A8+%D7%A2%D7%A8%D7%9A,https://www.google.com/search?q=%D7%91%D7%A8%D7%A7+%D7%91%D7%99%D7%AA+%D7%94%D7%A9%D7%A7%D7%A2%D7%95%D7%AA+%D7%91%D7%99%D7%96%D7%A4%D7%95%D7%A8%D7%98%D7%9C+%D7%9E%D7%A0%D7%99%D7%94,https://www.google.com/search?q=%D7%91%D7%A8%D7%A7+%D7%91%D7%99%D7%AA+%D7%94%D7%A9%D7%A7%D7%A2%D7%95%D7%AA+Investing.com,https://www.google.com/search?q=%D7%91%D7%A8%D7%A7+%D7%91%D7%99%D7%AA+%D7%94%D7%A9%D7%A7%D7%A2%D7%95%D7%AA+%D7%92%D7%9C%D7%95%D7%91%D7%A1+%D7%9E%D7%A0%D7%99%D7%94,,,,,MAPPED_MANUALLY,HIGH,MANUAL,Identifier verification required before price extraction.,False
גלובל פיי-ש,גלובל פיי-ש,גלובל פיי-ש,GKL.TA,TLV:GKL,01141316,,,,https://www.google.com/search?q=%D7%92%D7%9C%D7%95%D7%91%D7%9C+%D7%A4%D7%99%D7%99-%D7%A9+%D7%9E%D7%A0%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%94,https://www.google.com/search?q=%D7%92%D7%9C%D7%95%D7%91%D7%9C+%D7%A4%D7%99%D7%99-%D7%A9+site%3Amaya.tase.co.il,https://www.google.com/search?q=%D7%92%D7%9C%D7%95%D7%91%D7%9C+%D7%A4%D7%99%D7%99-%D7%A9+%D7%91%D7%95%D7%A8%D7%A1%D7%94+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%A0%D7%99%D7%99%D7%A8+%D7%A2%D7%A8%D7%9A,https://www.google.com/search?q=%D7%92%D7%9C%D7%95%D7%91%D7%9C+%D7%A4%D7%99%D7%99-%D7%A9+%D7%91%D7%99%D7%96%D7%A4%D7%95%D7%A8%D7%98%D7%9C+%D7%9E%D7%A0%D7%99%D7%94,https://www.google.com/search?q=%D7%92%D7%9C%D7%95%D7%91%D7%9C+%D7%A4%D7%99%D7%99-%D7%A9+Investing.com,https://www.google.com/search?q=%D7%92%D7%9C%D7%95%D7%91%D7%9C+%D7%A4%D7%99%D7%99-%D7%A9+%D7%92%D7%9C%D7%95%D7%91%D7%A1+%D7%9E%D7%A0%D7%99%D7%94,,,,,MAPPED_MANUALLY,HIGH,MANUAL,Identifier verification required before price extraction.,False
ג׳נסל בע״מ,"ג'נסל בע""מ",ג נסל,GNCL.TA,TLV:GNCL,01169689,,,,https://www.google.com/search?q=%D7%92%D7%B3%D7%A0%D7%A1%D7%9C+%D7%91%D7%A2%D7%B4%D7%9E+%D7%9E%D7%A0%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%94,https://www.google.com/search?q=%D7%92%D7%B3%D7%A0%D7%A1%D7%9C+%D7%91%D7%A2%D7%B4%D7%9E+site%3Amaya.tase.co.il,https://www.google.com/search?q=%D7%92%D7%B3%D7%A0%D7%A1%D7%9C+%D7%91%D7%A2%D7%B4%D7%9E+%D7%91%D7%95%D7%A8%D7%A1%D7%94+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%A0%D7%99%D7%99%D7%A8+%D7%A2%D7%A8%D7%9A,https://www.google.com/search?q=%D7%92%D7%B3%D7%A0%D7%A1%D7%9C+%D7%91%D7%A2%D7%B4%D7%9E+%D7%91%D7%99%D7%96%D7%A4%D7%95%D7%A8%D7%98%D7%9C+%D7%9E%D7%A0%D7%99%D7%94,https://www.google.com/search?q=%D7%92%D7%B3%D7%A0%D7%A1%D7%9C+%D7%91%D7%A2%D7%B4%D7%9E+Investing.com,https://www.google.com/search?q=%D7%92%D7%B3%D7%A0%D7%A1%D7%9C+%D7%91%D7%A2%D7%B4%D7%9E+%D7%92%D7%9C%D7%95%D7%91%D7%A1+%D7%9E%D7%A0%D7%99%D7%94,,,,,MAPPED_MANUALLY,HIGH,MANUAL,Identifier verification required before price extraction.,False
דורסל,דורסל,דורסל,DRSL.TA,TLV:DRSL,01190628,,,,https://www.google.com/search?q=%D7%93%D7%95%D7%A8%D7%A1%D7%9C+%D7%9E%D7%A0%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%94,https://www.google.com/search?q=%D7%93%D7%95%D7%A8%D7%A1%D7%9C+site%3Amaya.tase.co.il,https://www.google.com/search?q=%D7%93%D7%95%D7%A8%D7%A1%D7%9C+%D7%91%D7%95%D7%A8%D7%A1%D7%94+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%A0%D7%99%D7%99%D7%A8+%D7%A2%D7%A8%D7%9A,https://www.google.com/search?q=%D7%93%D7%95%D7%A8%D7%A1%D7%9C+%D7%91%D7%99%D7%96%D7%A4%D7%95%D7%A8%D7%98%D7%9C+%D7%9E%D7%A0%D7%99%D7%94,https://www.google.com/search?q=%D7%93%D7%95%D7%A8%D7%A1%D7%9C+Investing.com,https://www.google.com/search?q=%D7%93%D7%95%D7%A8%D7%A1%D7%9C+%D7%92%D7%9C%D7%95%D7%91%D7%A1+%D7%9E%D7%A0%D7%99%D7%94,,,,,MAPPED_MANUALLY,HIGH,MANUAL,Identifier verification required before price extraction.,False
הום ביוגז,הום ביוגז,הום ביוגז,HMGS.TA,TLV:HMGS,01172204,,,,https://www.google.com/search?q=%D7%94%D7%95%D7%9D+%D7%91%D7%99%D7%95%D7%92%D7%96+%D7%9E%D7%A0%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%94,https://www.google.com/search?q=%D7%94%D7%95%D7%9D+%D7%91%D7%99%D7%95%D7%92%D7%96+site%3Amaya.tase.co.il,https://www.google.com/search?q=%D7%94%D7%95%D7%9D+%D7%91%D7%99%D7%95%D7%92%D7%96+%D7%91%D7%95%D7%A8%D7%A1%D7%94+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%A0%D7%99%D7%99%D7%A8+%D7%A2%D7%A8%D7%9A,https://www.google.com/search?q=%D7%94%D7%95%D7%9D+%D7%91%D7%99%D7%95%D7%92%D7%96+%D7%91%D7%99%D7%96%D7%A4%D7%95%D7%A8%D7%98%D7%9C+%D7%9E%D7%A0%D7%99%D7%94,https://www.google.com/search?q=%D7%94%D7%95%D7%9D+%D7%91%D7%99%D7%95%D7%92%D7%96+Investing.com,https://www.google.com/search?q=%D7%94%D7%95%D7%9D+%D7%91%D7%99%D7%95%D7%92%D7%96+%D7%92%D7%9C%D7%95%D7%91%D7%A1+%D7%9E%D7%A0%D7%99%D7%94,,,,,MAPPED_MANUALLY,HIGH,MANUAL,Identifier verification required before price extraction.,False
ווליו פ2פ,ווליו פ2פ,ווליו פ2פ,,TLV:P2P.L,01155936,IL0011559361,,,https://www.google.com/search?q=%D7%95%D7%95%D7%9C%D7%99%D7%95+%D7%A42%D7%A4+%D7%9E%D7%A0%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%94,https://www.google.com/search?q=%D7%95%D7%95%D7%9C%D7%99%D7%95+%D7%A42%D7%A4+site%3Amaya.tase.co.il,https://www.google.com/search?q=%D7%95%D7%95%D7%9C%D7%99%D7%95+%D7%A42%D7%A4+%D7%91%D7%95%D7%A8%D7%A1%D7%94+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%A0%D7%99%D7%99%D7%A8+%D7%A2%D7%A8%D7%9A,https://www.google.com/search?q=%D7%95%D7%95%D7%9C%D7%99%D7%95+%D7%A42%D7%A4+%D7%91%D7%99%D7%96%D7%A4%D7%95%D7%A8%D7%98%D7%9C+%D7%9E%D7%A0%D7%99%D7%94,https://www.google.com/search?q=%D7%95%D7%95%D7%9C%D7%99%D7%95+%D7%A42%D7%A4+Investing.com,https://www.google.com/search?q=%D7%95%D7%95%D7%9C%D7%99%D7%95+%D7%A42%D7%A4+%D7%92%D7%9C%D7%95%D7%91%D7%A1+%D7%9E%D7%A0%D7%99%D7%94,,,,,MAPPED_MANUALLY,HIGH,MANUAL,Identifier verification required before price extraction.,False
חג׳ג׳ אירופה,חג'ג' אירופה,חג ג אירופה,HGGE.TA,TLV:HGGE,01143635,IL0011436354,,,https://www.google.com/search?q=%D7%97%D7%92%D7%B3%D7%92%D7%B3+%D7%90%D7%99%D7%A8%D7%95%D7%A4%D7%94+%D7%9E%D7%A0%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%94,https://www.google.com/search?q=%D7%97%D7%92%D7%B3%D7%92%D7%B3+%D7%90%D7%99%D7%A8%D7%95%D7%A4%D7%94+site%3Amaya.tase.co.il,https://www.google.com/search?q=%D7%97%D7%92%D7%B3%D7%92%D7%B3+%D7%90%D7%99%D7%A8%D7%95%D7%A4%D7%94+%D7%91%D7%95%D7%A8%D7%A1%D7%94+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%A0%D7%99%D7%99%D7%A8+%D7%A2%D7%A8%D7%9A,https://www.google.com/search?q=%D7%97%D7%92%D7%B3%D7%92%D7%B3+%D7%90%D7%99%D7%A8%D7%95%D7%A4%D7%94+%D7%91%D7%99%D7%96%D7%A4%D7%95%D7%A8%D7%98%D7%9C+%D7%9E%D7%A0%D7%99%D7%94,https://www.google.com/search?q=%D7%97%D7%92%D7%B3%D7%92%D7%B3+%D7%90%D7%99%D7%A8%D7%95%D7%A4%D7%94+Investing.com,https://www.google.com/search?q=%D7%97%D7%92%D7%B3%D7%92%D7%B3+%D7%90%D7%99%D7%A8%D7%95%D7%A4%D7%94+%D7%92%D7%9C%D7%95%D7%91%D7%A1+%D7%9E%D7%A0%D7%99%D7%94,,,,,MAPPED_MANUALLY,HIGH,MANUAL,Identifier verification required before price extraction.,False
טוגדר,טוגדר,טוגדר,TGTR.TA,TLV:TGTR,,,,,https://www.google.com/search?q=%D7%98%D7%95%D7%92%D7%93%D7%A8+%D7%9E%D7%A0%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%94,https://www.google.com/search?q=%D7%98%D7%95%D7%92%D7%93%D7%A8+site%3Amaya.tase.co.il,https://www.google.com/search?q=%D7%98%D7%95%D7%92%D7%93%D7%A8+%D7%91%D7%95%D7%A8%D7%A1%D7%94+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%A0%D7%99%D7%99%D7%A8+%D7%A2%D7%A8%D7%9A,https://www.google.com/search?q=%D7%98%D7%95%D7%92%D7%93%D7%A8+%D7%91%D7%99%D7%96%D7%A4%D7%95%D7%A8%D7%98%D7%9C+%D7%9E%D7%A0%D7%99%D7%94,https://www.google.com/search?q=%D7%98%D7%95%D7%92%D7%93%D7%A8+Investing.com,https://www.google.com/search?q=%D7%98%D7%95%D7%92%D7%93%D7%A8+%D7%92%D7%9C%D7%95%D7%91%D7%A1+%D7%9E%D7%A0%D7%99%D7%94,,,,,MAPPED_MANUALLY,HIGH,MANUAL,Identifier verification required before price extraction.,False
ישראייר גרופ,ישראייר גרופ,ישראייר גרופ,ISRG.TA,TLV:ISRG,01187194,,,,https://www.google.com/search?q=%D7%99%D7%A9%D7%A8%D7%90%D7%99%D7%99%D7%A8+%D7%92%D7%A8%D7%95%D7%A4+%D7%9E%D7%A0%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%94,https://www.google.com/search?q=%D7%99%D7%A9%D7%A8%D7%90%D7%99%D7%99%D7%A8+%D7%92%D7%A8%D7%95%D7%A4+site%3Amaya.tase.co.il,https://www.google.com/search?q=%D7%99%D7%A9%D7%A8%D7%90%D7%99%D7%99%D7%A8+%D7%92%D7%A8%D7%95%D7%A4+%D7%91%D7%95%D7%A8%D7%A1%D7%94+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%A0%D7%99%D7%99%D7%A8+%D7%A2%D7%A8%D7%9A,https://www.google.com/search?q=%D7%99%D7%A9%D7%A8%D7%90%D7%99%D7%99%D7%A8+%D7%92%D7%A8%D7%95%D7%A4+%D7%91%D7%99%D7%96%D7%A4%D7%95%D7%A8%D7%98%D7%9C+%D7%9E%D7%A0%D7%99%D7%94,https://www.google.com/search?q=%D7%99%D7%A9%D7%A8%D7%90%D7%99%D7%99%D7%A8+%D7%92%D7%A8%D7%95%D7%A4+Investing.com,https://www.google.com/search?q=%D7%99%D7%A9%D7%A8%D7%90%D7%99%D7%99%D7%A8+%D7%92%D7%A8%D7%95%D7%A4+%D7%92%D7%9C%D7%95%D7%91%D7%A1+%D7%9E%D7%A0%D7%99%D7%94,,,,,MAPPED_MANUALLY,HIGH,MANUAL,Identifier verification required before price extraction.,False
ישראכרט,ישראכרט,ישראכרט,ISCD.TA,TLV:ISCD,01157403,,,,https://www.google.com/search?q=%D7%99%D7%A9%D7%A8%D7%90%D7%9B%D7%A8%D7%98+%D7%9E%D7%A0%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%94,https://www.google.com/search?q=%D7%99%D7%A9%D7%A8%D7%90%D7%9B%D7%A8%D7%98+site%3Amaya.tase.co.il,https://www.google.com/search?q=%D7%99%D7%A9%D7%A8%D7%90%D7%9B%D7%A8%D7%98+%D7%91%D7%95%D7%A8%D7%A1%D7%94+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%A0%D7%99%D7%99%D7%A8+%D7%A2%D7%A8%D7%9A,https://www.google.com/search?q=%D7%99%D7%A9%D7%A8%D7%90%D7%9B%D7%A8%D7%98+%D7%91%D7%99%D7%96%D7%A4%D7%95%D7%A8%D7%98%D7%9C+%D7%9E%D7%A0%D7%99%D7%94,https://www.google.com/search?q=%D7%99%D7%A9%D7%A8%D7%90%D7%9B%D7%A8%D7%98+Investing.com,https://www.google.com/search?q=%D7%99%D7%A9%D7%A8%D7%90%D7%9B%D7%A8%D7%98+%D7%92%D7%9C%D7%95%D7%91%D7%A1+%D7%9E%D7%A0%D7%99%D7%94,,,,,MAPPED_MANUALLY,HIGH,MANUAL,Identifier verification required before price extraction.,False
